SampleID	Site	Keep	Original_Sample_Name	Owner	Sample_date_Month_Year	Description	Detailed_Description	Country_class	LandUse	Original_Region	Island	Region	SoilOrder	Soil_Subgroup	Lat	Long	Rainfall	Rainfall_unit	pH	pH_details	Resin_P	Resin_P_Units	Olsen_P	Olsen_P_Units	K	K_Units	Ca	Ca_Units	Mg	Mg_Units	Na	Na_Units	CEC	CEC_Units	Total_Base_Saturation	TBS_Units	Sulfate	Sulfate_Unit	Soil_water_content	Soil_water_content_Units	NO3_N	NO3_unit	NO4_N 	NO4_unit	Total_nitrogen 	Total_nitrogen_Unit	Total_carbon 	Total_carbon_unit	Olsen_P	Olsen_P_Unit	DEA 	DEA_Units	DR 	DR_Units	N2O 	N2O_Units	N2 	N2_Unit	N2O_slash_N2OplusN2	Soluble_C 	Soluble_C_Unit	MBC 	MBC_Unit	N2O_N20_N2_50	N2O_NO_N20_N2_50	Max_N2O_N2O_N2	Max_N2O_NO_N2O_N2	Max_N2O	Max_NO	16S_quantity	NozI 	NirS	NifH	NirK	NosZII	NozI_percent	NirS_percent	NirK_percent	NosZII_percent	NifH_percent	NehaCode	NirK_Phylotype_Number	NirS_Phylotype_Number	NirK_Plus_NirS	NosZ_Phylotype_Number	diversity_nirK_1	eveness_nirK_1	diversity_nirS_1	Evenness_nirS_1	diversity_nosZ_1	eveness_nosZ_1	rpoB_gene_copies 	rpoB_Gene_Copies_Unit	nirK_gene_copies 	nirK_Gene_Copies_Unit 	nirS_Gene_Copies 	nirS_Gene_Copies_Unit	nirS_Plus_K_gene_copies	nirS_Plus_K_gene_copies_Unit	Nosz_Gene_Copies 	Nosz_Gene_Copies_Unit	Anion_Storage_Capacity	Anion_Storage_Capacity_Unit	Extractable_Organic_Sulphur	Extractable_Organic_Sulphur_Unit	Anaerobically_Mineralisable_N	Anaerobically_Mineralisable_N_Unit	AMN_Over_TN	AMN_Over_TN_Unit	Total_Sulphur	Total_Sulphur_unit
Woo11.A	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	45	mg/kg	20	mg/L	0.51	me/100g	8.6	me/100g	0.91	me/100g	0.14	me/100g	18	me/100g	56	%	4	mg/kg																																																																									
Woo11.B	Woo	Yes	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		6	in water	98	mg/kg	37	mg/L	0.3	me/100g	10.2	me/100g	1.37	me/100g	0.16	me/100g	21	me/100g	58	%	66	mg/kg																																																																									
Woo11.C	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		6	in water	94	mg/kg	36	mg/L	0.3	me/100g	10.8	me/100g	1.39	me/100g	0.17	me/100g	21	me/100g	61	%	44	mg/kg																																																																									
Woo12.A	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	45	mg/kg	20	mg/L	0.51	me/100g	8.6	me/100g	0.91	me/100g	0.14	me/100g	18	me/100g	56	%	4	mg/kg																																																																									
Woo12.B	Woo	Yes	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	102	mg/kg	39	mg/L	0.29	me/100g	10.4	me/100g	1.06	me/100g	0.13	me/100g	21	me/100g	57	%	77	mg/kg																																																																									
Woo12.C	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		6.3	in water	83	mg/kg	33	mg/L	0.23	me/100g	13.5	me/100g	1.08	me/100g	0.16	me/100g	19	me/100g	77	%	26	mg/kg																																																																									
Woo2.A	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	45	mg/kg	20	mg/L	0.51	me/100g	8.6	me/100g	0.91	me/100g	0.14	me/100g	18	me/100g	56	%	4	mg/kg																																																																									
Woo2.B	Woo	Yes	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	102	mg/kg	39	mg/L	0.29	me/100g	10.4	me/100g	1.06	me/100g	0.13	me/100g	21	me/100g	57	%	77	mg/kg																																																																									
Woo2.C	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		6.3	in water	83	mg/kg	33	mg/L	0.23	me/100g	13.5	me/100g	1.08	me/100g	0.16	me/100g	19	me/100g	77	%	26	mg/kg																																																																									
Woo3.A	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	45	mg/kg	20	mg/L	0.51	me/100g	8.6	me/100g	0.91	me/100g	0.14	me/100g	18	me/100g	56	%	4	mg/kg																																																																									
Woo3.B	Woo	Yes	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		6	in water	98	mg/kg	37	mg/L	0.3	me/100g	10.2	me/100g	1.37	me/100g	0.16	me/100g	21	me/100g	58	%	66	mg/kg																																																																									
Woo3.C	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		6	in water	94	mg/kg	36	mg/L	0.3	me/100g	10.8	me/100g	1.39	me/100g	0.17	me/100g	21	me/100g	61	%	44	mg/kg																																																																									
Woo4.A	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	45	mg/kg	20	mg/L	0.51	me/100g	8.6	me/100g	0.91	me/100g	0.14	me/100g	18	me/100g	56	%	4	mg/kg																																																																									
Woo4.B	Woo	Yes	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	102	mg/kg	39	mg/L	0.29	me/100g	10.4	me/100g	1.06	me/100g	0.13	me/100g	21	me/100g	57	%	77	mg/kg																																																																									
Woo4.C	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		6.3	in water	83	mg/kg	33	mg/L	0.23	me/100g	13.5	me/100g	1.08	me/100g	0.16	me/100g	19	me/100g	77	%	26	mg/kg																																																																									
Woo5.A	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	45	mg/kg	20	mg/L	0.51	me/100g	8.6	me/100g	0.91	me/100g	0.14	me/100g	18	me/100g	56	%	4	mg/kg																																																																									
Woo5.B	Woo	Yes	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.8	in water	65	mg/kg	26	mg/L	0.27	me/100g	8.9	me/100g	1.04	me/100g	0.14	me/100g	19	me/100g	54	%	18	mg/kg																																																																									
Woo5.C	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.8	in water	88	mg/kg	37	mg/L	0.19	me/100g	9.5	me/100g	1.15	me/100g	0.12	me/100g	19	me/100g	57	%	22	mg/kg																																																																									
Woo6.A	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	45	mg/kg	20	mg/L	0.51	me/100g	8.6	me/100g	0.91	me/100g	0.14	me/100g	18	me/100g	56	%	4	mg/kg																																																																									
Woo6.B	Woo	Yes	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		6	in water	98	mg/kg	37	mg/L	0.3	me/100g	10.2	me/100g	1.37	me/100g	0.16	me/100g	21	me/100g	58	%	66	mg/kg																																																																									
Woo6.C	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		6	in water	94	mg/kg	36	mg/L	0.3	me/100g	10.8	me/100g	1.39	me/100g	0.17	me/100g	21	me/100g	61	%	44	mg/kg																																																																									
Woo7.A	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	45	mg/kg	20	mg/L	0.51	me/100g	8.6	me/100g	0.91	me/100g	0.14	me/100g	18	me/100g	56	%	4	mg/kg																																																																									
Woo7.B	Woo	Yes	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		6	in water	98	mg/kg	37	mg/L	0.3	me/100g	10.2	me/100g	1.37	me/100g	0.16	me/100g	21	me/100g	58	%	66	mg/kg																																																																									
Woo7.C	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		6	in water	94	mg/kg	36	mg/L	0.3	me/100g	10.8	me/100g	1.39	me/100g	0.17	me/100g	21	me/100g	61	%	44	mg/kg																																																																									
Woo8.A	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	45	mg/kg	20	mg/L	0.51	me/100g	8.6	me/100g	0.91	me/100g	0.14	me/100g	18	me/100g	56	%	4	mg/kg																																																																									
Woo8.B	Woo	Yes	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.9	in water	102	mg/kg	39	mg/L	0.29	me/100g	10.4	me/100g	1.06	me/100g	0.13	me/100g	21	me/100g	57	%	77	mg/kg																																																																									
Woo8.C	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		6.3	in water	83	mg/kg	33	mg/L	0.23	me/100g	13.5	me/100g	1.08	me/100g	0.16	me/100g	19	me/100g	77	%	26	mg/kg																																																																									
Woo9.C	Woo	No	Woolomee	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Brown	PallicFirm Brown	-43.351944	172.163056	2.96191781		5.8	in water	88	mg/kg	37	mg/L	0.19	me/100g	9.5	me/100g	1.15	me/100g	0.12	me/100g	19	me/100g	57	%	22	mg/kg																																																																									
Soil_1	Woodend	Yes		Matt	Nov-11				Other		South Island	Canterbury	Gley	Typic Orthic GleySoils	-43.34467374	172.6585126	1.2569863	dailyrainfall_mm	6	in water			8	mg/L	1.51	me/100g	11.8	me/100g	4.91	me/100g	0.35	me/100g	27	me/100g	69	%	3	mg/kg			73.56814318	mg kg-1 soil																																																												43	ASC_%	7	mg/kg	223	a microg/g	3.9	Anaerobically Mineralisable N/Total N Ratio as %	622	tS_mg/kg
Soil_2	Waipara	Yes		Matt	Nov-11				Other		South Island	Canterbury	Pallic	Calcareous Argillic PallicSoils	-42.98144801	172.7950888	1.46246575	dailyrainfall_mm	5.7	in water			6	mg/L	0.95	me/100g	9.8	me/100g	1.79	me/100g	0.1	me/100g	20	me/100g	63	%	2	mg/kg			26.1899309	mg kg-1 soil																																																												36	ASC_%	3	mg/kg	103	a microg/g	2.6	Anaerobically Mineralisable N/Total N Ratio as %	372	tS_mg/kg
Soil_3	Culverden	Yes		Matt	Nov-11				Dairy		South Island	Canterbury	Brown	Acidic Orthic BrownSoils	-42.77304764	172.8766498	1.80657534	dailyrainfall_mm	5.6	in water			32	mg/L	0.39	me/100g	9.9	me/100g	0.81	me/100g	0.12	me/100g	21	me/100g	54	%	42	mg/kg			61.3359304	mg kg-1 soil																																																												59	ASC_%	3	mg/kg	152	a microg/g	2.9	Anaerobically Mineralisable N/Total N Ratio as %	624	tS_mg/kg
Soil_4	Inland Kaikoura	Yes		Matt	Nov-11				Other		South Island	Canterbury	Melanic	Typic Mafic Melanic Soils	-42.4574426	173.2665593	3.04383562	dailyrainfall_mm	5.2	in water			11	mg/L	0.35	me/100g	8.4	me/100g	2.34	me/100g	0.12	me/100g	20	me/100g	55	%	4	mg/kg			70.16763837	mg kg-1 soil																																																												41	ASC_%	4	mg/kg	192	a microg/g	2.6	Anaerobically Mineralisable N/Total N Ratio as %	727	tS_mg/kg
Soil_5	Waipapa	Yes		Matt	Nov-11				Other		North Island	Northland	Pallic	Mottled Immature PallicSoils	-42.1598611	173.896982	1.30465753	dailyrainfall_mm	6.6	in water			12	mg/L	0.37	me/100g	9.6	me/100g	2.46	me/100g	0.19	me/100g	16	me/100g	80	%	4	mg/kg			29.9861936	mg kg-1 soil																																																												37	ASC_%	3	mg/kg	87	a microg/g	3.2	Anaerobically Mineralisable N/Total N Ratio as %	248	tS_mg/kg
Soil_6	Awatere Valley	Yes		Matt	Nov-11				Other		South Island	Marlborough	Pallic	Argillic-fragic Perch-GleyPallicSoils	-41.65883939	174.0065456	1.40712329	dailyrainfall_mm	5.4	in water			13	mg/L	0.23	me/100g	5.3	me/100g	1.54	me/100g	0.16	me/100g	16	me/100g	44	%	2	mg/kg			37.86289972	mg kg-1 soil																																																												45	ASC_%	4	mg/kg	110	a microg/g	2.8	Anaerobically Mineralisable N/Total N Ratio as %	397	tS_mg/kg
Soil_7	Mahau Sound	Yes		Matt	Nov-11				Other		South Island	Marlborough	Brown	Typic Acid BrownSoils	-41.22291964	173.9112361	5.24712329	dailyrainfall_mm	5	in water			4	mg/L	0.3	me/100g	1.2	me/100g	0.66	me/100g	0.13	me/100g	22	me/100g	10	%	4	mg/kg			13.40792507	mg kg-1 soil																																																												77	ASC_%	8	mg/kg	124	a microg/g	2.3	Anaerobically Mineralisable N/Total N Ratio as %	503	tS_mg/kg
Soil_8	Linkwater	Yes		Matt	Nov-11				Dairy		South Island	Marlborough	Brown	Acidic Orthic BrownSoils	-41.28920916	173.8949129	5.24712329	dailyrainfall_mm	6.4	in water			81	mg/L	0.91	me/100g	10.3	me/100g	1.38	me/100g	0.09	me/100g	16	me/100g	77	%	12	mg/kg			160.7446893	mg kg-1 soil																																																												35	ASC_%	4	mg/kg	147	a microg/g	3.3	Anaerobically Mineralisable N/Total N Ratio as %	524	tS_mg/kg
Soil_9	Richmond	Yes		Matt	Nov-11				Dairy		South Island	Tasman	Gley	Typic Orthic GleySoils	-41.32517526	173.1466897	4.38027397	dailyrainfall_mm	6.4	in water			14	mg/L	0.87	me/100g	10.3	me/100g	13.11	me/100g	0.22	me/100g	31	me/100g	79	%	18	mg/kg			121.4033241	mg kg-1 soil																																																												52	ASC_%	8	mg/kg	351	a microg/g	4.4	Anaerobically Mineralisable N/Total N Ratio as %	973	tS_mg/kg
Soil_10	Cobb Valley	Yes		Matt	Dec-11				Dairy		South Island	Tasman	Recent	Weathered Fluvial Recent Soils	-41.02840637	172.8037124	7.46538462	dailyrainfall_mm	5.3	in water			22	mg/L	0.18	me/100g	3.1	me/100g	1.16	me/100g	0.06	me/100g	12	me/100g	37	%	4	mg/kg			92.69476081	mg kg-1 soil																																																												40	ASC_%	5	mg/kg	142	a microg/g	5.3	Anaerobically Mineralisable N/Total N Ratio as %	407	tS_mg/kg
Soil_11	Tapawera	Yes		Matt	Dec-11				Other		South Island	Nelson	Recent	Weathered Fluvial Recent Soils	-41.37703678	172.8184177	3.43719008	dailyrainfall_mm	6.8	in water			7	mg/L	0.25	me/100g	10.3	me/100g	4.39	me/100g	0.002	me/100g	17	me/100g	90	%	1	mg/kg			25.92403567	mg kg-1 soil																																																												32	ASC_%	3	mg/kg	96	a microg/g	2.8	Anaerobically Mineralisable N/Total N Ratio as %	358	tS_mg/kg
Soil_12	Owen/Murchison	Yes		Matt	Dec-11				Dairy		South Island	Tasman	Brown	Acidic Orthic BrownSoils	-41.704286	172.4267916	4.2140884	dailyrainfall_mm	5.7	in water			26	mg/L	0.46	me/100g	8.4	me/100g	0.51	me/100g	0.09	me/100g	22	me/100g	42	%	19	mg/kg			64.737232	mg kg-1 soil																																																												71	ASC_%	7	mg/kg	179	a microg/g	3.1	Anaerobically Mineralisable N/Total N Ratio as %	625	tS_mg/kg
Soil_13	Seddonville	Yes		Matt	Dec-11				Dairy		South Island	West Coast	Recent	Weathered Fluvial Recent Soils	-41.55768713	171.9993786	6.81205479	dailyrainfall_mm	5.4	in water			58	mg/L	0.61	me/100g	7.5	me/100g	0.99	me/100g	0.22	me/100g	23	me/100g	40	%	13	mg/kg			129.1399171	mg kg-1 soil																																																												66	ASC_%	6	mg/kg	289	a microg/g	3.9	Anaerobically Mineralisable N/Total N Ratio as %	863	tS_mg/kg
Soil_14	Cape Foulwind	Yes		Matt	Dec-11				Dairy		South Island	West Coast	Podzol	Humus-pan Perch-GleyPodzols	-41.78523988	171.522538	5.4939726	dailyrainfall_mm	6.2	in water			21	mg/L	0.18	me/100g	4.1	me/100g	0.38	me/100g	0.09	me/100g	9	me/100g	56	%	5	mg/kg			22.19327759	mg kg-1 soil																																																												57	ASC_%	4	mg/kg	28	a microg/g	2	Anaerobically Mineralisable N/Total N Ratio as %	302	tS_mg/kg
Soil_15	Reefton-Springs Junction	Yes		Matt	Dec-11				Dairy		South Island	West Coast	Brown	Acidic Orthic BrownSoils	-42.17739566	171.9354465	5.58684932	dailyrainfall_mm	5.7	in water			68	mg/L	0.22	me/100g	6.1	me/100g	1.25	me/100g	0.07	me/100g	19	me/100g	41	%	10	mg/kg			79.04955205	mg kg-1 soil																																																												59	ASC_%	7	mg/kg	162	a microg/g	3.2	Anaerobically Mineralisable N/Total N Ratio as %	590	tS_mg/kg
Soil_16	Leslie Hills	Yes		Matt	Dec-11				Other		South Island	Canterbury	Recent	Weathered Orthic Recent Soils	-42.68525701	172.8245917	1.89205479	dailyrainfall_mm	5.6	in water			10	mg/L	0.26	me/100g	7.9	me/100g	1.13	me/100g	0.08	me/100g	18	me/100g	53	%	2	mg/kg			48.28203665	mg kg-1 soil																																																												45	ASC_%	3	mg/kg	113	a microg/g	2.5	Anaerobically Mineralisable N/Total N Ratio as %	422	tS_mg/kg
Soil_17	Rotomanu	Yes		Matt	Dec-11				Dairy		South Island	West Coast	Brown	Acidic Orthic BrownSoils	-42.68990107	171.5358246	9.1961326	dailyrainfall_mm	5.2	in water			12	mg/L	0.08	me/100g	1.1	me/100g	0.19	me/100g	0.06	me/100g	8	me/100g	19	%	2	mg/kg			29.28717275	mg kg-1 soil																																																												32	ASC_%	2	mg/kg	69	a microg/g	3.7	Anaerobically Mineralisable N/Total N Ratio as %	177	tS_mg/kg
Soil_18	Kumara	Yes		Matt	Dec-11				Dairy		South Island	West Coast	Podzol	Silt-mantled Perch-GleyPodzols	-42.60513565	171.1595534	7.42328767	dailyrainfall_mm	5.8	in water			40	mg/L	0.1	me/100g	2.5	me/100g	0.13	me/100g	0.002	me/100g	8	me/100g	33	%	1	mg/kg			46.16858417	mg kg-1 soil																																																												62	ASC_%	0.6	mg/kg	20	a microg/g	1.5	Anaerobically Mineralisable N/Total N Ratio as %	255	tS_mg/kg
Soil_19	Kowhitirangi	Yes		Matt	Dec-11				Dairy		South Island	West Coast	Recent	Typic Sandy Recent Soils	-42.86458404	171.0053833	10.8131507	dailyrainfall_mm	5.5	in water			21	mg/L	0.11	me/100g	5.5	me/100g	0.58	me/100g	0.002	me/100g	13	me/100g	50	%	7	mg/kg			56.39971548	mg kg-1 soil																																																												32	ASC_%	3	mg/kg	91	a microg/g	3.5	Anaerobically Mineralisable N/Total N Ratio as %	317	tS_mg/kg
Soil_20	Waitaha Valley	Yes		Matt	Dec-11				Dairy		South Island	West Coast	Recent	Mottled Fluvial Recent Soils	-42.99435597	170.6968471	9.05443787	dailyrainfall_mm	6.2	in water			11	mg/L	0.17	me/100g	4.5	me/100g	0.5	me/100g	0.002	me/100g	8	me/100g	66	%	7	mg/kg			60.17620236	mg kg-1 soil																																																												28	ASC_%	3	mg/kg	53	a microg/g	2.5	Anaerobically Mineralisable N/Total N Ratio as %	224	tS_mg/kg
Soil_21	Whataroa	Yes		Matt	Dec-11				Dairy		South Island	West Coast	Recent	Mottled Fluvial Recent Soils	-43.27899047	170.3734648	12.0748619	dailyrainfall_mm	5.8	in water			9	mg/L	0.25	me/100g	5.5	me/100g	0.64	me/100g	0.05	me/100g	12	me/100g	54	%	5	mg/kg			67.50882862	mg kg-1 soil																																																												34	ASC_%	0.6	mg/kg	71	a microg/g	2.2	Anaerobically Mineralisable N/Total N Ratio as %	265	tS_mg/kg
Soil_22	Karangarua	Yes		Matt	Dec-11				Other		South Island	West Coast	Recent	Mottled Fluvial Recent Soils	-43.48988905	169.9179048	12.0536986	dailyrainfall_mm	5.1	in water			14	mg/L	0.08	me/100g	0.8	me/100g	0.17	me/100g	0.002	me/100g	6	me/100g	20	%	2	mg/kg			25.66932979	mg kg-1 soil																																																												28	ASC_%	0.6	mg/kg	38	a microg/g	3.4	Anaerobically Mineralisable N/Total N Ratio as %	112	tS_mg/kg
Soil_23	Haast	Yes		Matt	Dec-11				Other		South Island	West Coast	Recent	Mottled Fluvial Recent Soils	-43.85459099	169.0325633	6.91041096	dailyrainfall_mm	5.8	in water			11	mg/L	0.14	me/100g	4.5	me/100g	0.27	me/100g	0.09	me/100g	9	me/100g	55	%	3	mg/kg			28.86731321	mg kg-1 soil																																																												31	ASC_%	2	mg/kg	84	a microg/g	3.4	Anaerobically Mineralisable N/Total N Ratio as %	220	tS_mg/kg
Soil_24	Makaroa	Yes		Matt	Dec-11				Other		South Island	Otago	Recent	Typic Fluvial Recent Soils	-44.25443279	169.2133361	4.74852941	dailyrainfall_mm	5.5	in water			21	mg/L	0.1	me/100g	4.8	me/100g	0.37	me/100g	0.002	me/100g	11	me/100g	47	%	3	mg/kg			64.564967	mg kg-1 soil																																																												32	ASC_%	3	mg/kg	91	a microg/g	4	Anaerobically Mineralisable N/Total N Ratio as %	226	tS_mg/kg
Soil_25	Crown Range	Yes		Matt	Dec-11				Other		South Island	Otago	Recent	Weathered Fluvial Recent Soils	-44.97856232	168.8868558	2.17315068	dailyrainfall_mm	6	in water			29	mg/L	0.23	me/100g	10	me/100g	0.71	me/100g	0.07	me/100g	16	me/100g	69	%	5	mg/kg			47.71046363	mg kg-1 soil																																																												40	ASC_%	3	mg/kg	137	a microg/g	4.2	Anaerobically Mineralisable N/Total N Ratio as %	318	tS_mg/kg
Soil_26	Athol	Yes		Matt	Dec-11				Other		South Island	Southland	Recent	Mottled Fluvial Recent Soils	-45.48852342	168.5918636	2.5260274	dailyrainfall_mm	6.2	in water			63	mg/L	0.28	me/100g	12.3	me/100g	0.93	me/100g	0.07	me/100g	20	me/100g	69	%	5	mg/kg			23.51466944	mg kg-1 soil																																																												46	ASC_%	3	mg/kg	147	a microg/g	3.8	Anaerobically Mineralisable N/Total N Ratio as %	395	tS_mg/kg
Soil_27	Lumsden	Yes		Matt	Dec-11				Other		South Island	Southland	Brown	Typic Orthic BrownSoils	-45.72624107	168.4382183	2.5260274	dailyrainfall_mm	5.8	in water			12	mg/L	0.34	me/100g	12	me/100g	1.28	me/100g	0.11	me/100g	22	me/100g	62	%	2	mg/kg			53.2666125	mg kg-1 soil																																																												45	ASC_%	5	mg/kg	249	a microg/g	5.1	Anaerobically Mineralisable N/Total N Ratio as %	523	tS_mg/kg
